id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD108456,2025-07-23,C0002,Lomé,Beauté,Produit_Beauté_29,19.5,2,0.0,9.38,Paiement à la livraison,Google Ads,4.43,Livrée,39.0,13.649999999999999,-0.16000000000000192,2025-07,0,24,7355.6654
CMD108457,2025-12-26,C0603,Cotonou,Maison,Produit_Maison_25,120.65,2,0.25,2.7,Mobile Money,Instagram Ads,10.03,Livrée,180.97500000000002,63.34125,50.61125,2025-12,0,1,180.97500000000002
CMD108458,2025-07-14,C1117,Lomé,Maison,Produit_Maison_38,128.32,2,0.1,2.4,Carte,Instagram Ads,5.99,Livrée,230.976,80.8416,72.4516,2025-07,0,5,3180.0846999999994
CMD108459,2025-11-11,C0079,Douala,Électronique,Produit_Électronique_44,393.36,1,0.01,8.2,Mobile Money,Influenceur,12.72,Livrée,389.4264,136.29924,115.37924000000001,2025-11,0,17,4991.1412
CMD108460,2025-10-15,C0138,Douala,Beauté,Produit_Beauté_41,25.92,3,0.02,9.96,Mobile Money,Email,1.25,Livrée,76.2048,26.671680000000002,15.461680000000001,2025-10,0,16,3844.4055
CMD108461,2025-09-17,C0799,Douala,Beauté,Produit_Beauté_46,25.005000000000003,3,0.24,7.57,Mobile Money,Instagram Ads,7.07,Livrée,57.01140000000001,19.95399,5.31399,2025-09,0,4,2312.2722999999996
CMD108462,2025-11-07,C0200,Lomé,Mode,Produit_Mode_45,21.6,2,0.2,7.94,Carte,Influenceur,11.61,Livrée,34.56,12.096,-7.454,2025-11,0,15,3408.7906
CMD108463,2025-11-12,C1648,Dakar,Maison,Produit_Maison_47,119.76,2,0.01,4.15,Virement,Google Ads,3.62,Livrée,237.12480000000002,82.99368,75.22367999999999,2025-11,0,2,281.7558
CMD108464,2025-09-19,C0028,Kinshasa,Électronique,Produit_Électronique_6,600.63,2,0.08,4.41,Mobile Money,Google Ads,7.46,Livrée,1105.1592,386.80572,374.93572,2025-09,0,15,6517.5100999999995
CMD108465,2025-12-06,C0162,Libreville,Maison,Produit_Maison_45,65.35,1,0.07,6.07,Carte,Instagram Ads,6.92,Livrée,60.775499999999994,21.271424999999997,8.281424999999997,2025-12,0,16,3803.4536
CMD108466,2025-10-23,C1507,Lomé,Mode,Produit_Mode_21,44.05,3,0.25,8.16,Carte,Email,1.9,Retournée,99.11249999999998,34.68937499999999,24.629374999999992,2025-10,1,2,174.93009999999998
CMD108467,2025-08-19,C0274,Abidjan,Maison,Produit_Maison_24,137.88,2,0.13,3.54,Carte,Instagram Ads,10.32,Livrée,239.91119999999998,83.96891999999998,70.10891999999998,2025-08,0,16,4264.8662
CMD108468,2025-09-20,C1003,Dakar,Mode,Produit_Mode_41,31.2,2,0.26,4.53,Mobile Money,Email,1.49,Livrée,46.176,16.1616,10.141599999999999,2025-09,0,4,189.0634
CMD108469,2025-11-14,C0618,Dakar,Maison,Produit_Maison_35,21.35,1,0.08,5.5,Virement,Email,1.02,Livrée,19.642000000000003,6.874700000000001,0.3547000000000007,2025-11,0,6,466.5458
CMD108470,2025-10-22,C0164,Kinshasa,Beauté,Produit_Beauté_41,15.15,1,0.09,2.33,Carte,Instagram Ads,5.43,Livrée,13.7865,4.8252749999999995,-2.9347250000000003,2025-10,0,14,2104.9479
CMD108471,2025-08-13,C0046,Cotonou,Maison,Produit_Maison_34,131.27,3,0.05,9.32,Paiement à la livraison,Google Ads,7.91,Livrée,374.1195,130.941825,113.711825,2025-08,0,17,4329.9522
CMD108472,2025-08-31,C0107,Abidjan,Électronique,Produit_Électronique_23,379.81,1,0.1,8.16,Mobile Money,Google Ads,4.67,Retournée,341.829,119.64014999999999,106.81015,2025-08,1,15,2305.6920999999998
CMD108473,2025-11-26,C0223,Kinshasa,Électronique,Produit_Électronique_49,375.34000000000003,2,0.08,5.76,Mobile Money,Google Ads,5.9,Livrée,690.6256000000001,241.71896,230.05896,2025-11,0,15,3025.0357
CMD108474,2025-09-05,C0367,Kinshasa,Beauté,Produit_Beauté_24,21.76,3,0.03,2.03,Mobile Money,Email,1.69,Livrée,63.3216,22.16256,18.442559999999997,2025-09,0,19,5871.0729
CMD108475,2025-12-25,C0383,Kinshasa,Électronique,Produit_Électronique_21,515.84,1,0.22,6.41,Virement,Instagram Ads,9.69,Livrée,402.3552,140.82432,124.72432,2025-12,0,15,4228.1659
CMD108476,2025-11-05,C0052,Abidjan,Beauté,Produit_Beauté_45,27.0,3,0.01,3.84,Mobile Money,Influenceur,17.12,Livrée,80.19,28.066499999999998,7.106499999999997,2025-11,0,19,3274.7856
CMD108477,2025-10-28,C0106,Douala,Électronique,Produit_Beauté_39,34.86,2,0.1,7.88,Virement,Google Ads,5.75,Livrée,62.748,21.961799999999997,8.331799999999998,2025-10,0,12,3922.2650000000003
CMD108478,2025-08-02,C0210,Kinshasa,Mode,Produit_Mode_45,44.25,3,0.05,9.45,Paiement à la livraison,Email,1.35,Livrée,126.1125,44.139374999999994,33.339375,2025-08,0,17,2310.8251999999998
CMD108479,2025-07-15,C0051,Abidjan,Électronique,Produit_Électronique_9,375.34000000000003,2,0.06,9.96,Carte,Google Ads,3.05,Livrée,705.6392000000001,246.97372000000001,233.96372,2025-07,0,17,9419.4902
CMD108480,2025-11-12,C0091,Abidjan,Maison,Produit_Maison_50,134.1,3,0.24,8.6,Carte,Instagram Ads,6.0,Livrée,305.748,107.0118,92.4118,2025-11,0,14,3337.57325
CMD108481,2025-12-09,C0794,Lomé,Beauté,Produit_Beauté_18,24.09,2,0.05,2.12,Virement,Google Ads,6.27,Livrée,45.771,16.019849999999998,7.629849999999998,2025-12,0,2,639.6005999999999
CMD108482,2025-08-23,C0348,Dakar,Électronique,Produit_Électronique_42,466.5,3,0.02,9.6,Mobile Money,Google Ads,4.39,Livrée,1371.51,480.02849999999995,466.03849999999994,2025-08,0,16,7844.8907
CMD108483,2025-10-05,C0426,Kinshasa,Mode,Produit_Mode_26,3.3200000000000003,2,0.08,3.18,Virement,Influenceur,15.94,Livrée,6.1088000000000005,2.13808,-16.98192,2025-10,0,1,6.1088000000000005
CMD108484,2025-09-10,C0206,Dakar,Électronique,Produit_Beauté_3,44.16,1,0.13,3.15,Paiement à la livraison,Instagram Ads,11.12,Livrée,38.4192,13.446719999999997,-0.8232800000000022,2025-09,0,12,3457.9475
CMD108485,2025-08-13,C0048,Kinshasa,Électronique,Produit_Électronique_18,565.67,1,0.06,6.69,Carte,Email,1.8,Livrée,531.7298,186.10542999999998,177.61542999999998,2025-08,0,14,3098.1446499999997
CMD108486,2025-12-21,C1489,Kinshasa,Maison,Produit_Maison_7,112.18,2,0.07,7.14,Virement,Email,1.44,Livrée,208.6548,73.02918,64.44918,2025-12,0,5,958.9959
CMD108487,2025-10-30,C0101,Dakar,Beauté,Produit_Beauté_3,34.98,1,0.04,6.11,Virement,Influenceur,9.51,Livrée,33.580799999999996,11.753279999999998,-3.8667200000000017,2025-10,0,18,3839.1215
CMD108488,2025-09-06,C1626,Lomé,Mode,Produit_Mode_11,30.42,1,0.1,5.63,Virement,Influenceur,16.53,Livrée,27.378000000000004,9.5823,-12.5777,2025-09,0,4,1350.4853999999998
CMD108489,2025-10-08,C0384,Abidjan,Électronique,Produit_Électronique_22,506.12,2,0.21,2.47,Mobile Money,Instagram Ads,11.13,Retournée,799.6696000000001,279.88436,266.28436,2025-10,1,18,6145.8629
CMD108490,2025-09-12,C0314,Douala,Beauté,Produit_Beauté_47,25.005000000000003,1,0.07,2.94,Virement,Influenceur,7.2,Livrée,23.25465,8.1391275,-2.000872499999999,2025-09,0,13,2738.64925
CMD108491,2025-10-01,C1836,Dakar,Électronique,Produit_Électronique_5,219.41,3,0.16,5.37,Paiement à la livraison,Instagram Ads,11.8,Livrée,552.9132,193.51961999999997,176.34961999999996,2025-10,0,4,1932.2922000000003
CMD108492,2025-07-30,C1255,Abidjan,Beauté,Produit_Beauté_24,22.36,2,0.1,5.46,Virement,Email,1.78,Retournée,40.248,14.086799999999998,6.846799999999999,2025-07,1,3,917.5923000000001
CMD108494,2025-08-12,C0026,Kinshasa,Électronique,Produit_Électronique_49,375.34000000000003,1,0.1,7.55,Carte,Instagram Ads,6.77,Livrée,337.80600000000004,118.2321,103.91210000000001,2025-08,0,23,4838.6816
CMD108495,2025-10-04,C0340,Cotonou,Électronique,Produit_Électronique_24,242.54,1,0.08,8.62,Virement,Instagram Ads,7.74,Livrée,223.1368,78.09787999999999,61.73787999999998,2025-10,0,20,5113.9787
CMD108496,2025-09-30,C0260,Libreville,Électronique,Produit_Électronique_34,301.95,1,0.1,8.11,Carte,Google Ads,3.49,Livrée,271.755,95.11425,83.51425,2025-09,0,16,4818.3107
CMD108497,2025-08-09,C0107,Dakar,Beauté,Produit_Beauté_20,34.62,1,0.06,8.22,Paiement à la livraison,Google Ads,3.12,Livrée,32.54279999999999,11.389979999999996,0.04997999999999525,2025-08,0,15,2305.6920999999998
CMD108498,2025-11-13,C1187,Dakar,Électronique,Produit_Électronique_23,337.49,3,0.07,2.48,Carte,Google Ads,5.52,Livrée,941.5971,329.55898499999995,321.55898499999995,2025-11,0,4,1556.7937
CMD108499,2025-12-31,C0364,Abidjan,Électronique,Produit_Électronique_34,451.19,2,0.1,3.74,Mobile Money,Instagram Ads,9.25,Livrée,812.142,284.2497,271.2597,2025-12,0,19,8252.4673
CMD108500,2025-07-01,C0376,Abidjan,Électronique,Produit_Électronique_41,481.35,2,0.04,7.25,Paiement à la livraison,Email,1.4,Livrée,924.192,323.4672,314.8172,2025-07,0,14,5261.8575
CMD108501,2025-10-08,C0344,Kinshasa,Maison,Produit_Maison_17,145.49,2,0.04,3.22,Virement,Email,1.68,Livrée,279.3408,97.76928,92.86927999999999,2025-10,0,25,4505.910800000001
CMD108502,2025-10-25,C0758,Kinshasa,Mode,Produit_Mode_21,52.91,3,0.28,2.38,Paiement à la livraison,Google Ads,6.68,Retournée,114.28559999999999,39.999959999999994,30.939959999999992,2025-10,1,3,222.1292
CMD108503,2025-07-04,C0347,Lomé,Électronique,Produit_Électronique_21,423.49,2,0.07,2.72,Virement,Email,1.76,Livrée,787.6913999999999,275.69199,271.21198999999996,2025-07,0,20,4794.5428999999995
CMD108504,2025-11-10,C0313,Kinshasa,Mode,Produit_Mode_42,72.48,3,0.25,7.4,Carte,Google Ads,3.69,Livrée,163.07999999999998,57.07799999999999,45.98799999999999,2025-11,0,22,5876.8806
CMD108506,2025-12-30,C0335,Kinshasa,Maison,Produit_Maison_12,131.96,3,0.09,9.47,Virement,Instagram Ads,12.1,Livrée,360.2508,126.08778,104.51778,2025-12,0,11,2542.6812
CMD108507,2025-07-11,C0009,Lomé,Électronique,Produit_Mode_45,24.85,3,0.13,7.63,Mobile Money,Instagram Ads,9.87,Retournée,64.8585,22.700475,5.200475000000003,2025-07,1,13,4663.2919999999995
CMD108508,2025-07-17,C0019,Kinshasa,Beauté,Produit_Beauté_7,32.24,3,0.18,7.06,Paiement à la livraison,Instagram Ads,11.99,Livrée,79.3104,27.75864,8.70864,2025-07,0,14,3039.6736
CMD108509,2025-09-02,C0123,Douala,Électronique,Produit_Électronique_20,553.18,1,0.15,9.72,Carte,Instagram Ads,10.34,Retournée,470.2029999999999,164.57104999999996,144.51104999999995,2025-09,1,17,4641.3945
CMD108510,2025-12-31,C0025,Libreville,Électronique,Produit_Électronique_36,238.65,1,0.03,4.21,Mobile Money,Influenceur,14.94,Livrée,231.4905,81.02167499999999,61.871674999999996,2025-12,0,14,2530.5073875
CMD108511,2025-10-10,C0073,Abidjan,Beauté,Produit_Beauté_44,20.02,3,0.25,2.12,Paiement à la livraison,Instagram Ads,9.11,Livrée,45.045,15.765749999999999,4.53575,2025-10,0,20,4683.5417
CMD108512,2025-07-31,C0366,Abidjan,Mode,Produit_Mode_22,59.49,2,0.09,3.11,Virement,Google Ads,7.31,Livrée,108.27180000000001,37.89513,27.475130000000004,2025-07,0,12,1483.6408000000001
CMD108513,2025-09-15,C0133,Douala,Électronique,Produit_Électronique_16,480.63,3,0.02,2.78,Virement,Influenceur,7.57,Livrée,1413.0521999999999,494.5682699999999,484.21826999999996,2025-09,0,16,3995.5735999999997
CMD108514,2025-07-06,C0353,Libreville,Électronique,Produit_Électronique_1,303.29,2,0.06,7.03,Carte,Google Ads,5.76,Retournée,570.1852,199.56482,186.77482,2025-07,1,22,5303.4014
CMD108515,2025-07-07,C0066,Libreville,Beauté,Produit_Beauté_35,25.005000000000003,2,0.2,6.91,Mobile Money,Instagram Ads,14.08,Livrée,40.00800000000001,14.002800000000002,-6.987199999999998,2025-07,0,14,1188.7182
CMD108516,2025-12-16,C0542,Abidjan,Électronique,Produit_Électronique_4,141.71,1,0.05,9.33,Virement,Email,1.47,Livrée,134.6245,47.118575,36.318575,2025-12,0,2,520.2882
CMD108517,2025-12-12,C0250,Kinshasa,Mode,Produit_Mode_22,46.3,3,0.28,4.21,Mobile Money,Google Ads,4.79,Livrée,100.00799999999998,35.00279999999999,26.002799999999993,2025-12,0,20,5836.7271
CMD108518,2025-08-28,C1237,Kinshasa,Mode,Produit_Mode_8,24.76,3,0.19,2.99,Paiement à la livraison,Email,1.71,Livrée,60.1668,21.05838,16.358379999999997,2025-08,0,4,445.34680000000003
CMD108519,2025-12-10,C0841,Lomé,Électronique,Produit_Électronique_48,375.96,2,0.27,6.26,Virement,Instagram Ads,13.97,Livrée,548.9015999999999,192.11555999999996,171.88555999999997,2025-12,0,5,2477.667
CMD108520,2025-12-26,C0208,Dakar,Maison,Produit_Maison_19,119.76,1,0.01,2.08,Paiement à la livraison,Google Ads,7.99,Livrée,118.56240000000001,41.49684,31.42684,2025-12,0,20,3647.093675
CMD108521,2025-07-15,C1100,Kinshasa,Électronique,Produit_Électronique_30,441.09,3,0.14,6.57,Paiement à la livraison,Instagram Ads,5.94,Livrée,1138.0122,398.3042699999999,385.7942699999999,2025-07,0,4,1417.518
CMD108522,2025-11-26,C0441,Kinshasa,Beauté,Produit_Beauté_1,19.48,2,0.24,6.17,Virement,Instagram Ads,7.25,Livrée,29.6096,10.36336,-3.05664,2025-11,0,3,1249.0166
CMD108523,2025-11-19,C0328,Abidjan,Maison,Produit_Maison_26,130.43,2,0.2,6.16,Carte,Instagram Ads,14.43,Livrée,208.68800000000002,73.0408,52.45080000000001,2025-11,0,19,5092.6969
CMD108524,2025-09-01,C0486,Kinshasa,Électronique,Produit_Électronique_32,257.36,3,0.07,5.1,Mobile Money,Google Ads,3.4,Livrée,718.0344,251.31204,242.81204,2025-09,0,2,1740.9564
CMD108525,2025-08-18,C1477,Kinshasa,Beauté,Produit_Beauté_31,25.97,3,0.08,4.13,Paiement à la livraison,Influenceur,11.94,Livrée,71.6772,25.08702,9.01702,2025-08,0,2,142.0578
CMD108526,2025-08-11,C0250,Abidjan,Mode,Produit_Mode_28,19.28,1,0.14,7.29,Mobile Money,Instagram Ads,11.68,Livrée,16.5808,5.80328,-13.16672,2025-08,0,20,5836.7271
CMD108527,2025-08-17,C0149,Brazzaville,Mode,Produit_Mode_46,68.54,3,0.12,7.43,Paiement à la livraison,Instagram Ads,5.99,Livrée,180.9456,63.33096,49.910959999999996,2025-08,0,12,3052.3871999999997
CMD108528,2025-10-24,C0400,Abidjan,Électronique,Produit_Électronique_45,286.74,1,0.0,2.26,Mobile Money,Influenceur,6.95,Livrée,286.74,100.359,91.14899999999999,2025-10,0,4,1288.176
CMD108529,2025-09-15,C0257,Kinshasa,Beauté,Produit_Beauté_28,36.1,3,0.1,4.42,Virement,Google Ads,6.1,Livrée,97.47000000000001,34.1145,23.594499999999996,2025-09,0,15,3027.4351
CMD108530,2025-08-12,C0084,Brazzaville,Mode,Produit_Mode_34,37.2,2,0.18,6.14,Mobile Money,Email,1.01,Livrée,61.00800000000001,21.352800000000002,14.202800000000002,2025-08,0,16,2899.0917
CMD108531,2025-08-27,C0369,Kinshasa,Mode,Produit_Mode_33,64.06,2,0.13,6.31,Mobile Money,Email,1.6,Livrée,111.4644,39.012539999999994,31.10253999999999,2025-08,0,24,8049.153600000001
CMD108532,2025-09-22,C0083,Lomé,Mode,Produit_Mode_25,60.99,3,0.1,5.45,Carte,Instagram Ads,9.75,Livrée,164.673,57.635549999999995,42.43554999999999,2025-09,0,12,3006.4870000000005
CMD108533,2025-08-07,C0014,Kinshasa,Beauté,Produit_Beauté_3,11.3,3,0.16,8.81,Virement,Instagram Ads,13.81,Livrée,28.476000000000003,9.9666,-12.653400000000001,2025-08,0,13,3426.8622000000005
CMD108534,2025-12-23,C0142,Cotonou,Maison,Produit_Maison_20,141.94,1,0.1,8.89,Mobile Money,Instagram Ads,14.27,Livrée,127.746,44.711099999999995,21.551099999999995,2025-12,0,20,6525.7702
CMD108535,2025-09-25,C0379,Lomé,Mode,Produit_Mode_17,40.75,2,0.2,5.98,Mobile Money,Instagram Ads,7.66,Livrée,65.2,22.82,9.18,2025-09,0,25,8995.6496
CMD108536,2025-10-03,C0345,Kinshasa,Maison,Produit_Maison_37,132.79,3,0.01,4.71,Mobile Money,Google Ads,6.05,Annulée,394.3863,138.035205,127.27520499999999,2025-10,0,14,3620.4825
CMD108537,2025-12-28,C0357,Lomé,Beauté,Produit_Beauté_18,15.02,1,0.03,7.94,Carte,Email,1.05,Livrée,14.5694,5.09929,-3.8907100000000003,2025-12,0,19,6407.5872
CMD108538,2025-10-15,C1421,Kinshasa,Beauté,Produit_Beauté_13,8.5,1,0.07,4.83,Mobile Money,Google Ads,6.14,Livrée,7.904999999999999,2.7667499999999996,-8.20325,2025-10,0,2,61.125
CMD108539,2025-12-12,C0570,Dakar,Mode,Produit_Mode_22,43.2,3,0.14,3.66,Mobile Money,Instagram Ads,12.6,Livrée,111.45600000000002,39.009600000000006,22.749600000000008,2025-12,0,2,226.42470000000003
CMD108540,2025-11-19,C1489,Kinshasa,Mode,Produit_Mode_14,65.55,3,0.26,2.6,Mobile Money,Instagram Ads,9.92,Livrée,145.521,50.93234999999999,38.41234999999999,2025-11,0,5,958.9959
CMD108541,2025-12-31,C0260,Kinshasa,Mode,Produit_Mode_40,32.79,3,0.16,3.16,Virement,Instagram Ads,14.37,Livrée,82.63080000000001,28.92078,11.390780000000001,2025-12,0,16,4818.3107
CMD108542,2025-07-21,C1651,Kinshasa,Électronique,Produit_Électronique_22,315.25,2,0.01,8.4,Carte,Email,0.7,Livrée,624.195,218.46825,209.36825000000002,2025-07,0,4,2139.12
CMD108543,2025-09-01,C1186,Douala,Mode,Produit_Mode_24,36.75,3,0.29,4.76,Paiement à la livraison,Influenceur,8.32,Livrée,78.27749999999999,27.397124999999996,14.317124999999997,2025-09,0,2,120.76709999999999
CMD108544,2025-11-24,C0260,Douala,Beauté,Produit_Beauté_9,27.22,3,0.29,7.17,Paiement à la livraison,Instagram Ads,9.22,Livrée,57.97859999999999,20.292509999999996,3.902509999999996,2025-11,0,16,4818.3107
CMD108545,2025-08-27,C0357,Douala,Mode,Produit_Mode_1,40.15,2,0.29,3.71,Paiement à la livraison,Google Ads,7.04,Retournée,57.013,19.954549999999998,9.204549999999998,2025-08,1,19,6407.5872
CMD108546,2025-11-21,C0035,Abidjan,Beauté,Produit_Beauté_33,28.63,2,0.09,6.46,Virement,Google Ads,7.55,Livrée,52.1066,18.237309999999997,4.227309999999997,2025-11,0,13,3609.412
CMD108547,2025-09-15,C0233,Abidjan,Beauté,Produit_Beauté_11,20.9,3,0.08,2.61,Virement,Google Ads,4.95,Livrée,57.684,20.1894,12.6294,2025-09,0,12,2746.64325
CMD108548,2025-12-06,C0280,Cotonou,Mode,Produit_Mode_42,38.97,2,0.09,7.13,Virement,Influenceur,13.57,Livrée,70.9254,24.82389,4.123889999999999,2025-12,0,21,5454.07525
CMD108549,2025-10-06,C0084,Brazzaville,Maison,Produit_Maison_37,71.2,3,0.13,4.97,Paiement à la livraison,Instagram Ads,11.92,Livrée,185.83200000000002,65.0412,48.1512,2025-10,0,16,2899.0917
CMD108550,2025-08-04,C0285,Libreville,Mode,Produit_Mode_48,50.5,3,0.18,5.75,Carte,Instagram Ads,11.32,Livrée,124.23,43.4805,26.4105,2025-08,0,14,3283.5395000000003
CMD108551,2025-08-14,C0066,Kinshasa,Maison,Produit_Maison_41,168.08,2,0.01,5.57,Virement,Google Ads,5.13,Livrée,332.7984,116.47944,105.77944,2025-08,0,14,1188.7182
CMD108552,2025-12-19,C1827,Kinshasa,Électronique,Produit_Électronique_48,428.23,1,0.02,5.63,Carte,Email,0.61,Livrée,419.66540000000003,146.88289,140.64289,2025-12,0,4,562.8648000000001
CMD108553,2025-12-18,C0384,Kinshasa,Mode,Produit_Mode_48,44.58,2,0.28,5.36,Virement,Google Ads,6.5,Livrée,64.1952,22.46832,10.608319999999999,2025-12,0,18,6145.8629
CMD108554,2025-10-14,C0155,Douala,Mode,Produit_Mode_29,45.61,1,0.21,5.23,Paiement à la livraison,Instagram Ads,12.58,Livrée,36.0319,12.611165,-5.198835000000001,2025-10,0,17,4307.5749
CMD108555,2025-10-16,C1039,Douala,Électronique,Produit_Électronique_4,381.33,3,0.05,7.13,Virement,Email,1.95,Annulée,1086.7905,380.376675,371.296675,2025-10,0,4,2210.0907
CMD108556,2025-09-19,C0154,Brazzaville,Électronique,Produit_Électronique_13,555.57,2,0.22,4.57,Mobile Money,Instagram Ads,7.59,Livrée,866.6892000000001,303.34122,291.18122000000005,2025-09,0,12,2379.8552
CMD108557,2025-10-17,C0349,Kinshasa,Électronique,Produit_Électronique_49,402.89,2,0.02,5.26,Virement,Email,1.31,Livrée,789.6644,276.38254,269.81254,2025-10,0,25,6918.7771999999995
CMD108558,2025-08-20,C0319,Libreville,Mode,Produit_Mode_18,58.35,2,0.09,7.0,Virement,Instagram Ads,7.57,Retournée,106.197,37.168949999999995,22.598949999999995,2025-08,1,13,6041.555
CMD108559,2025-08-27,C0208,Lomé,Beauté,Produit_Beauté_15,5.706249999999994,1,0.06,7.47,Virement,Google Ads,5.39,Livrée,5.363874999999994,1.8773562499999978,-10.982643750000001,2025-08,0,20,3647.093675
CMD108560,2025-09-15,C1424,Kinshasa,Maison,Produit_Maison_31,119.86,3,0.26,5.6,Mobile Money,Instagram Ads,7.68,Livrée,266.0892,93.13122,79.85122000000001,2025-09,0,1,266.0892
CMD108562,2025-12-03,C0346,Abidjan,Électronique,Produit_Électronique_35,461.27,2,0.08,5.21,Paiement à la livraison,Email,1.42,Livrée,848.7368,297.05788,290.42788,2025-12,0,12,3085.6225
CMD108563,2025-09-02,C0061,Kinshasa,Maison,Produit_Maison_16,111.06,1,0.07,4.98,Virement,Google Ads,5.83,Livrée,103.2858,36.150029999999994,25.34002999999999,2025-09,0,23,4446.77945
CMD108564,2025-07-20,C0381,Abidjan,Beauté,Produit_Beauté_11,8.52,2,0.0,3.45,Virement,Google Ads,3.98,Livrée,17.04,5.9639999999999995,-1.4660000000000006,2025-07,0,11,1609.6067
CMD108565,2025-10-11,C0227,Brazzaville,Beauté,Produit_Beauté_4,22.01,2,0.08,4.65,Paiement à la livraison,Instagram Ads,5.05,Livrée,40.498400000000004,14.17444,4.47444,2025-10,0,18,4019.8837000000003
CMD108566,2025-10-20,C0320,Kinshasa,Électronique,Produit_Électronique_19,413.87,3,0.2,8.76,Virement,Instagram Ads,7.01,Livrée,993.2880000000001,347.6508,331.8808,2025-10,0,25,6863.0793
CMD108567,2025-08-11,C0321,Kinshasa,Mode,Produit_Mode_3,29.31,1,0.1,9.98,Mobile Money,Influenceur,17.23,Livrée,26.378999999999998,9.232649999999998,-17.97735,2025-08,0,17,3936.92945
CMD108568,2025-10-28,C1509,Douala,Électronique,Produit_Électronique_48,230.08,1,0.06,6.89,Carte,Instagram Ads,9.98,Annulée,216.2752,75.69632,58.826319999999996,2025-10,0,1,216.2752
CMD108569,2025-07-11,C1501,Douala,Mode,Produit_Mode_19,63.84,3,0.13,3.13,Mobile Money,Instagram Ads,7.27,Annulée,166.6224,58.31784,47.91784,2025-07,0,2,848.5806
CMD108570,2025-09-13,C0004,Kinshasa,Beauté,Produit_Beauté_9,23.29,2,0.03,6.59,Virement,Google Ads,4.23,Livrée,45.182599999999994,15.813909999999996,4.993909999999996,2025-09,0,18,5371.3886999999995
CMD108571,2025-07-27,C0260,Douala,Mode,Produit_Mode_2,37.41,3,0.21,4.54,Carte,Email,0.67,Livrée,88.6617,31.031594999999996,25.821594999999995,2025-07,0,16,4818.3107
CMD108572,2025-09-10,C0035,Abidjan,Mode,Produit_Mode_29,40.79,1,0.06,8.13,Carte,Instagram Ads,10.06,Livrée,38.3426,13.419909999999998,-4.770090000000003,2025-09,0,13,3609.412
CMD108573,2025-08-13,C1408,Abidjan,Mode,Produit_Mode_37,44.53,1,0.21,2.59,Virement,Instagram Ads,9.36,Livrée,35.1787,12.312544999999998,0.362544999999999,2025-08,0,2,1216.2378999999999
CMD108574,2025-08-14,C0580,Abidjan,Maison,Produit_Maison_2,119.76,2,0.15,5.71,Mobile Money,Instagram Ads,11.97,Livrée,203.592,71.2572,53.577200000000005,2025-08,0,1,203.592
CMD108575,2025-12-30,C0592,Kinshasa,Électronique,Produit_Électronique_6,247.95,1,0.01,5.91,Virement,Google Ads,4.91,Retournée,245.4705,85.91467499999999,75.094675,2025-12,1,4,1694.4075
CMD108576,2025-08-03,C0234,Douala,Maison,Produit_Maison_44,117.09,1,0.08,6.62,Virement,Instagram Ads,7.76,Annulée,107.7228,37.70298,23.322979999999994,2025-08,0,21,5898.7217
CMD108577,2025-08-22,C0178,Douala,Électronique,Produit_Électronique_24,369.83,2,0.01,5.19,Carte,Google Ads,6.67,Retournée,732.2633999999999,256.29218999999995,244.43218999999996,2025-08,1,19,7017.5565
CMD108578,2025-11-11,C0281,Kinshasa,Électronique,Produit_Électronique_27,375.34000000000003,1,0.16,7.13,Paiement à la livraison,Instagram Ads,14.8,Livrée,315.2856,110.34996,88.41996,2025-11,0,14,3892.0984
CMD108579,2025-07-04,C0911,Dakar,Mode,Produit_Mode_42,24.09,2,0.21,7.89,Virement,Instagram Ads,14.1,Livrée,38.062200000000004,13.32177,-8.668229999999998,2025-07,0,4,895.0960375
CMD108580,2025-07-30,C0135,Abidjan,Mode,Produit_Mode_5,50.13,2,0.17,3.74,Virement,Email,1.04,Livrée,83.2158,29.125529999999998,24.345529999999997,2025-07,0,21,6128.0458
CMD108581,2025-09-24,C0290,Cotonou,Beauté,Produit_Beauté_47,32.85,1,0.23,8.54,Virement,Instagram Ads,12.06,Livrée,25.294500000000003,8.853075,-11.746925,2025-09,0,21,3863.6962
CMD108582,2025-08-03,C0971,Kinshasa,Mode,Produit_Mode_5,12.61,1,0.26,9.42,Mobile Money,Instagram Ads,11.2,Retournée,9.331399999999999,3.2659899999999995,-17.35401,2025-08,1,5,550.0811000000001
CMD108583,2025-09-26,C1105,Abidjan,Électronique,Produit_Électronique_22,343.64,2,0.03,4.25,Carte,Email,0.59,Livrée,666.6615999999999,233.33155999999994,228.49155999999994,2025-09,0,3,764.2231999999999
CMD108584,2025-08-01,C0363,Douala,Mode,Produit_Mode_7,25.08,2,0.17,7.76,Paiement à la livraison,Influenceur,17.27,Livrée,41.632799999999996,14.571479999999998,-10.458520000000002,2025-08,0,13,3646.6733999999997
CMD108585,2025-09-04,C0189,Kinshasa,Mode,Produit_Mode_8,31.47,1,0.05,4.34,Virement,Instagram Ads,10.26,Livrée,29.896499999999996,10.463774999999998,-4.136225000000001,2025-09,0,18,3293.766
